Instructor,Last Name,First Name,Course,Quarter,Year,Total Enrolled in Course,Total CAPEs Given,Percentage Recommended Class,% Recommend Class,Percentage Recommended Professor,% Recommend Instructor,Study Hours per Week,Average Grade Expected,GPA Expected,Average Grade Received,GPA Received,Evalulation URL
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (A),S221,2021,78,17,0.875,87.5,1,100,7.38,B+ (3.42),3.42,B- (2.96),2.96,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050140
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (A),S221,2021,72,14,0.929,92.9,0.786,78.6,8.64,B+ (3.43),3.43,B (3.26),3.26,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050141
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 12 - Personal Financial Management (A),S221,2021,78,58,1,100,1,100,5.36,A- (3.96),3.96,A- (3.81),3.81,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050137
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),S221,2021,54,15,0.933,93.3,0.867,86.7,8.36,A- (3.86),3.86,B+ (3.53),3.53,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050142
Anderson John Charles,Anderson,John,MGT 131B - Intermediate Accounting B (A),S221,2021,44,42,0.929,92.9,0.929,92.9,7.26,B (3.26),3.26,B (3.14),3.14,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050143
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),S221,2021,43,40,0.925,92.5,0.95,95,7.25,B+ (3.69),3.69,A- (3.71),3.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050144
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),S221,2021,73,9,0.778,77.8,0.778,77.8,7.83,B+ (3.33),3.33,B- (2.71),2.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050145
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),S221,2021,32,12,0.909,90.9,0.909,90.9,5.95,B+ (3.55),3.55,B (3.23),3.23,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050138
Dunn Louis Jean,Dunn,Louis,MGT 181 - Enterprise Finance (A),S221,2021,93,19,1,100,0.944,94.4,7.13,B+ (3.68),3.68,B+ (3.40),3.4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050146
Anderson John Charles,Anderson,John,MGT 4 - Financial Accounting (A),S221,2021,49,35,0.857,85.7,0.943,94.3,8.27,B+ (3.32),3.32,B- (2.78),2.78,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050134
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),S221,2021,56,41,0.878,87.8,0.951,95.1,7.13,B (3.12),3.12,B- (2.79),2.79,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050139
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (A),S121,2021,76,72,0.972,97.2,0.917,91.7,5.64,B+ (3.50),3.5,B- (2.92),2.92,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050127
Houskeeper Robert,Houskeeper,Robert,MGT 131A - Intermediate Accounting A (A),S121,2021,49,14,0.714,71.4,0.714,71.4,9.36,B+ (3.50),3.5,C+ (2.33),2.33,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050128
Anderson John Charles,Anderson,John,MGT 132 - Auditing (A),S121,2021,29,26,0.923,92.3,0.885,88.5,7.81,B+ (3.38),3.38,B+ (3.30),3.3,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050129
Anderson John Charles,Anderson,John,MGT 135 - Federal Taxation-Companies (A),S121,2021,41,38,0.919,91.9,0.865,86.5,6.28,B+ (3.36),3.36,B (3.26),3.26,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050130
McKay Michael J,McKay,Michael,MGT 16 - Personal Ethics at Work (A),S121,2021,67,19,0.824,82.4,0.882,88.2,6.5,A- (3.76),3.76,B (3.17),3.17,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050125
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),S121,2021,63,9,1,100,1,100,11.75,A- (3.75),3.75,C+ (2.50),2.5,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050131
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (A),S121,2021,109,21,0.95,95,0.947,94.7,7,A- (3.85),3.85,B+ (3.55),3.55,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050132
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),S121,2021,55,10,1,100,1,100,6.3,A- (3.70),3.7,B (3.03),3.03,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050126
Houskeeper Robert,Houskeeper,Robert,MGT 5 - Managerial Accounting (A),S121,2021,98,17,0.933,93.3,1,100,7.03,A- (3.71),3.71,B (3.08),3.08,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=050124
Wilbur Kenneth C,Wilbur,Kenneth,MGT 102 - E-Commerce (A),SP21,2021,62,29,0.966,96.6,1,100,5.53,A- (3.78),3.78,A (4.00),4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037906
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (A),SP21,2021,51,43,0.93,93,0.884,88.4,4.03,B (3.20),3.2,C+ (2.62),2.62,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037907
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (B),SP21,2021,57,43,0.907,90.7,0.884,88.4,4.31,B+ (3.67),3.67,B (3.04),3.04,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037908
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (C),SP21,2021,76,70,0.957,95.7,0.957,95.7,4.67,B+ (3.37),3.37,B+ (3.34),3.34,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037909
Demill Burritt,Demill,Burritt,MGT 103 - Product Marketing & Management (D),SP21,2021,88,83,0.964,96.4,0.963,96.3,4.81,B+ (3.54),3.54,B+ (3.68),3.68,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037910
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (E),SP21,2021,78,62,0.967,96.7,0.967,96.7,4.43,A- (3.71),3.71,B+ (3.46),3.46,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037911
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (F),SP21,2021,79,57,0.947,94.7,0.929,92.9,4.5,B+ (3.62),3.62,B+ (3.39),3.39,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037912
Campbell Robert Harold,Campbell,Robert,MGT 105 - Product Promotion & Brand Mgt (A),SP21,2021,112,97,0.958,95.8,0.948,94.8,4.5,A- (3.79),3.79,A- (3.76),3.76,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037913
Eberhard Craig A,Eberhard,Craig,MGT 106 - Sales and Sales Management (A),SP21,2021,82,70,0.843,84.3,0.886,88.6,3.61,B+ (3.49),3.49,B (3.10),3.1,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037914
Zimmermann Carsten,Zimmermann,Carsten,MGT 112 - Global Business Strategy (A),SP21,2021,85,75,0.893,89.3,0.933,93.3,5.03,B+ (3.60),3.6,B+ (3.50),3.5,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037915
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (B),SP21,2021,35,30,0.867,86.7,0.833,83.3,6.83,B+ (3.42),3.42,B+ (3.38),3.38,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037916
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (C),SP21,2021,35,29,0.793,79.3,0.828,82.8,4.57,B+ (3.58),3.58,A- (3.71),3.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037917
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (D),SP21,2021,83,81,0.914,91.4,0.877,87.7,5.22,B+ (3.56),3.56,B+ (3.50),3.5,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037918
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (E),SP21,2021,76,74,0.811,81.1,0.757,75.7,6.39,B+ (3.56),3.56,B+ (3.49),3.49,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037919
Kim Nancy Sun Kyung,Kim,Nancy,MGT 117 - Business Law (A),SP21,2021,80,27,1,100,0.96,96,5.19,B+ (3.65),3.65,A- (3.79),3.79,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037920
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 12 - Personal Financial Management (A),SP21,2021,156,142,0.993,99.3,1,100,3.08,A- (3.93),3.93,A- (3.91),3.91,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037894
Klaas Jeffrey David,Klaas,Jeffrey,MGT 121B - Innovation to Market B (A),SP21,2021,52,50,0.96,96,0.94,94,4.7,B+ (3.51),3.51,A- (3.76),3.76,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037923
Krishnan Viswanathan,Krishnan,Viswanathan,MGT 128R - Business Innovation & Growth (A),SP21,2021,47,42,0.929,92.9,0.976,97.6,4.79,B+ (3.34),3.34,B+ (3.64),3.64,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037924
Krishnan Viswanathan,Krishnan,Viswanathan,MGT 128R - Business Innovation & Growth (B),SP21,2021,23,20,0.9,90,0.95,95,4.9,B+ (3.53),3.53,B+ (3.44),3.44,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=046713
Houskeeper Robert,Houskeeper,Robert,MGT 131A - Intermediate Accounting A (A),SP21,2021,67,52,0.904,90.4,0.904,90.4,5.73,B+ (3.41),3.41,C+ (2.70),2.7,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037925
Houskeeper Robert,Houskeeper,Robert,MGT 131B - Intermediate Accounting B (A),SP21,2021,61,53,0.925,92.5,0.868,86.8,4.99,B+ (3.56),3.56,B- (2.83),2.83,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037926
Blakley Bruce,Blakley,Bruce,MGT 132 - Auditing (A),SP21,2021,69,27,0.963,96.3,0.963,96.3,5.35,B+ (3.46),3.46,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037927
Pecore Joseph P.,Pecore,Joseph,MGT 133 - Advanced Cost Accounting (A),SP21,2021,36,33,0.788,78.8,0.909,90.9,4.56,B+ (3.32),3.32,B+ (3.35),3.35,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037928
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),SP21,2021,43,43,1,100,1,100,5.01,B+ (3.63),3.63,A- (3.82),3.82,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037929
Anderson John Charles,Anderson,John,MGT 147 - Not-for-profit & Govt Acct (A),SP21,2021,37,35,0.914,91.4,0.971,97.1,4.44,B+ (3.48),3.48,B+ (3.33),3.33,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037930
Perols Johan Lars,Perols,Johan,MGT 153 - Business Analytics (A),SP21,2021,66,27,0.808,80.8,0.885,88.5,5.5,B+ (3.43),3.43,B+ (3.49),3.49,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037931
Phiroz Zal Navroze,Phiroz,Zal,MGT 153 - Business Analytics (B),SP21,2021,79,30,0.724,72.4,0.828,82.8,6.09,B+ (3.42),3.42,B+ (3.61),3.61,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037932
Bliss Barbara Ann,Bliss,Barbara,MGT 158 - Real Estate & the Tech Sector (A),SP21,2021,57,37,0.838,83.8,0.892,89.2,4.55,B+ (3.69),3.69,B+ (3.40),3.4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037933
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (A),SP21,2021,93,68,0.97,97,0.985,98.5,4.62,A- (3.70),3.7,B (3.27),3.27,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037895
Campbell Robert Harold,Campbell,Robert,MGT 16 - Personal Ethics at Work (B),SP21,2021,110,74,0.972,97.2,0.958,95.8,3.94,A- (3.82),3.82,B (3.22),3.22,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037896
Buchanan Harold G,Buchanan,Harold,MGT 16 - Personal Ethics at Work (C),SP21,2021,60,53,0.923,92.3,0.904,90.4,2.88,A- (3.82),3.82,B (3.17),3.17,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037897
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 16 - Personal Ethics at Work (D),SP21,2021,108,98,0.99,99,1,100,3.03,A- (3.94),3.94,A- (3.95),3.95,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037898
Demill Burritt,Demill,Burritt,MGT 162 - Negotiations (A),SP21,2021,84,76,1,100,0.973,97.3,3.5,A- (3.81),3.81,A- (3.74),3.74,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=046716
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (A),SP21,2021,39,16,0.813,81.3,0.813,81.3,6.5,B+ (3.62),3.62,B (3.04),3.04,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037934
McKay Mary A,McKay,Mary,MGT 164 - Business and Org Leadership (B),SP21,2021,48,9,0.889,88.9,0.889,88.9,6.5,B+ (3.38),3.38,C+ (2.40),2.4,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037935
Meyer Alison Bloomfield,Meyer,Alison,MGT 164 - Business and Org Leadership (C),SP21,2021,81,75,0.973,97.3,0.973,97.3,5.5,A- (3.86),3.86,A- (3.72),3.72,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037936
Zimmermann Carsten,Zimmermann,Carsten,MGT 164 - Business and Org Leadership (D),SP21,2021,83,71,0.944,94.4,0.93,93,6.22,B+ (3.66),3.66,B+ (3.48),3.48,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037937
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (A),SP21,2021,35,29,0.821,82.1,0.893,89.3,5.29,B+ (3.42),3.42,B (3.11),3.11,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037938
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (B),SP21,2021,34,30,0.931,93.1,0.931,93.1,5.19,B+ (3.40),3.4,B (3.21),3.21,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037939
Moran Cathleen L.,Moran,Cathleen,MGT 166 - Corp Social Responsibility (C),SP21,2021,13,8,0.875,87.5,0.875,87.5,3.5,B+ (3.63),3.63,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037940
Shaffer Lisa Robock,Shaffer,Lisa,MGT 166 - Corp Social Responsibility (D),SP21,2021,83,43,0.756,75.6,0.725,72.5,6.21,A- (3.75),3.75,B+ (3.62),3.62,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037941
Jacob Jo Dee C,Jacob,Jo,MGT 167 - Social Entrepreneurship (A),SP21,2021,75,53,0.981,98.1,0.981,98.1,4.92,A- (3.75),3.75,B+ (3.56),3.56,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037942
Phiroz Zal Navroze,Phiroz,Zal,MGT 171 - Operations Management (A),SP21,2021,79,27,0.852,85.2,0.889,88.9,4.43,B+ (3.43),3.43,A- (3.74),3.74,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037943
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (A),SP21,2021,94,46,0.952,95.2,1,100,4.11,A- (3.74),3.74,B+ (3.54),3.54,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037944
Royal Rebecca,Royal,Rebecca,MGT 172 - Business Project Management (A),SP21,2021,94,46,0.952,95.2,1,100,4.11,A- (3.74),3.74,B+ (3.54),3.54,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037944A
Hedges Kathleen,Hedges,Kathleen,MGT 172 - Business Project Management (B),SP21,2021,81,36,1,100,0.972,97.2,5.44,B+ (3.70),3.7,B+ (3.65),3.65,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037945
Moghadas Khorasani Sina,Moghadas,Khorasani,MGT 172 - Business Project Management (C),SP21,2021,53,50,0.94,94,0.98,98,3.86,B+ (3.37),3.37,B+ (3.56),3.56,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037946
Moghadas Khorasani Sina,Moghadas,Khorasani,MGT 172 - Business Project Management (D),SP21,2021,28,27,0.926,92.6,0.889,88.9,5.24,B (3.27),3.27,B+ (3.69),3.69,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037947
Hayes Sherry Lorine,Hayes,Sherry,MGT 173 - Project Mgt- Health Services (A),SP21,2021,100,93,0.978,97.8,1,100,5.07,A- (3.88),3.88,A- (3.87),3.87,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037948
Gopal Christopher S.,Gopal,Christopher,MGT 175 - Supply Chain Management (A),SP21,2021,81,23,1,100,1,100,4.5,B+ (3.67),3.67,B+ (3.35),3.35,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037949
Gopal Christopher S.,Gopal,Christopher,MGT 176 - Strategic Cost Management (A),SP21,2021,45,14,0.929,92.9,0.929,92.9,4.64,B+ (3.50),3.5,B+ (3.67),3.67,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=046717
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (A),SP21,2021,55,24,0.783,78.3,0.826,82.6,5.02,B+ (3.53),3.53,B (3.08),3.08,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037899
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (B),SP21,2021,75,34,0.969,96.9,0.969,96.9,3.73,A- (3.80),3.8,B+ (3.42),3.42,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037900
McKay Michael J,McKay,Michael,MGT 18 - Managing Diverse Teams (C),SP21,2021,44,18,0.941,94.1,0.941,94.1,4.5,A- (3.80),3.8,B+ (3.54),3.54,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037901
McKay Mary A,McKay,Mary,MGT 18 - Managing Diverse Teams (D),SP21,2021,12,3,1,100,1,100,3.5,A (4.00),4,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037902
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (A),SP21,2021,107,102,0.971,97.1,0.961,96.1,5.21,B+ (3.59),3.59,B+ (3.59),3.59,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037950
Buchanan Harold G,Buchanan,Harold,MGT 181 - Enterprise Finance (B),SP21,2021,105,101,0.96,96,0.98,98,5.55,B+ (3.52),3.52,B+ (3.54),3.54,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037951
Dunn Louis Jean,Dunn,Louis,MGT 185 - Investment Banking (A),SP21,2021,49,17,0.882,88.2,0.882,88.2,9.21,B+ (3.60),3.6,B (3.28),3.28,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037952
Dunn Louis Jean,Dunn,Louis,MGT 187 - New Venture Finance (A),SP21,2021,97,36,0.971,97.1,0.971,97.1,5.53,B+ (3.67),3.67,B (3.18),3.18,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037953
Wagner Timothy Ryan,Wagner,Timothy,MGT 3 - Quant Methods in Business (A),SP21,2021,62,20,0.833,83.3,0.778,77.8,6.28,B+ (3.41),3.41,B- (2.86),2.86,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037891
Levkoff Steven B.,Levkoff,Steven,MGT 4 - Financial Accounting (A),SP21,2021,9,5,0.6,60,0.8,80,5.3,C+ (2.60),2.6,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=044862
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (A),SP21,2021,84,74,0.89,89,0.904,90.4,6.69,B+ (3.35),3.35,B+ (3.30),3.3,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037903
Pecore Joseph P.,Pecore,Joseph,MGT 45 - Principles of Accounting (B),SP21,2021,90,78,0.872,87.2,0.936,93.6,6.12,B (3.24),3.24,B+ (3.32),3.32,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037904
Houskeeper Robert,Houskeeper,Robert,MGT 5 - Managerial Accounting (A),SP21,2021,185,121,0.908,90.8,0.857,85.7,4.75,B+ (3.63),3.63,B+ (3.33),3.33,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037893
Deal Jennifer Jean,Deal,Jennifer,MGT 52 - Test & Measurement at Work (A),SP21,2021,94,86,0.988,98.8,1,100,4.01,A- (3.79),3.79,A- (3.83),3.83,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=037905
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (A),WI21,2021,30,25,0.96,96,0.96,96,3.86,B+ (3.63),3.63,C+ (2.68),2.68,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031729
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (B),WI21,2021,35,33,0.97,97,0.97,97,3.65,B+ (3.69),3.69,B (3.26),3.26,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031730
Eberhard Craig A,Eberhard,Craig,MGT 103 - Product Marketing & Management (C),WI21,2021,49,45,0.933,93.3,0.911,91.1,4.94,B+ (3.38),3.38,B- (2.99),2.99,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031731
Ehrich Kristine R,Ehrich,Kristine,MGT 103 - Product Marketing & Management (D),WI21,2021,81,74,0.89,89,0.863,86.3,4.93,B+ (3.34),3.34,B+ (3.35),3.35,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031732
Demill Burritt,Demill,Burritt,MGT 103 - Product Marketing & Management (E),WI21,2021,83,80,0.975,97.5,0.975,97.5,4.98,B+ (3.63),3.63,A- (3.71),3.71,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031733
Demill Burritt,Demill,Burritt,MGT 103 - Product Marketing & Management (F),WI21,2021,81,74,0.905,90.5,0.932,93.2,4.69,B+ (3.51),3.51,B+ (3.67),3.67,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031734
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (G),WI21,2021,46,42,1,100,0.952,95.2,4.5,B+ (3.61),3.61,B+ (3.48),3.48,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031735
Bates Kenneth Walter,Bates,Kenneth,MGT 103 - Product Marketing & Management (H),WI21,2021,46,43,0.953,95.3,0.953,95.3,4.83,B+ (3.57),3.57,B+ (3.47),3.47,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031736
Gershon Rachel M,Gershon,Rachel,MGT 107 - Consumer Behavior (A),WI21,2021,64,33,1,100,1,100,3.71,A- (3.88),3.88,A- (3.84),3.84,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036205
Gershon Rachel M,Gershon,Rachel,MGT 107 - Consumer Behavior (B),WI21,2021,83,37,0.946,94.6,0.946,94.6,4.23,A- (3.86),3.86,A- (3.77),3.77,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036206
Gershon Rachel M,Gershon,Rachel,MGT 107 - Consumer Behavior (C),WI21,2021,54,29,1,100,1,100,4.98,A- (3.96),3.96,A- (3.79),3.79,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036207
Zimmermann Carsten,Zimmermann,Carsten,MGT 112 - Global Business Strategy (A),WI21,2021,83,79,0.821,82.1,0.91,91,5,B+ (3.52),3.52,B+ (3.49),3.49,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031737
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (B),WI21,2021,38,28,0.714,71.4,0.821,82.1,5.5,B+ (3.56),3.56,B+ (3.65),3.65,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031738
Somasundaram Tyagarajan,Somasundaram,Tyagarajan,MGT 112 - Global Business Strategy (C),WI21,2021,25,17,0.824,82.4,0.941,94.1,6.03,B+ (3.53),3.53,B+ (3.54),3.54,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031739
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (D),WI21,2021,83,69,0.87,87,0.841,84.1,5.83,B+ (3.63),3.63,B+ (3.54),3.54,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031740
Ehrich Kristine R,Ehrich,Kristine,MGT 112 - Global Business Strategy (E),WI21,2021,55,53,0.868,86.8,0.83,83,5.78,B+ (3.57),3.57,B+ (3.59),3.59,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036208
Kim Nancy Sun Kyung,Kim,Nancy,MGT 117 - Business Law (A),WI21,2021,81,69,0.928,92.8,0.957,95.7,4.91,B+ (3.63),3.63,B+ (3.63),3.63,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036209
Felke Magnus Roland,Felke,Magnus,MGT 119 - Topics in Business (A),WI21,2021,12,10,0.9,90,0.9,90,3.3,B+ (3.63),3.63,,,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036210
Pecore Joseph P.,Pecore,Joseph,MGT 12 - Personal Financial Management (A),WI21,2021,97,85,0.952,95.2,0.893,89.3,3.17,B+ (3.67),3.67,B+ (3.47),3.47,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031718
Pecore Joseph P.,Pecore,Joseph,MGT 12 - Personal Financial Management (B),WI21,2021,93,81,0.975,97.5,0.963,96.3,3.3,A- (3.81),3.81,B+ (3.57),3.57,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031719
Maki Kanetaka,Maki,Kanetaka,MGT 121A - Innovation to Market A (A),WI21,2021,76,27,0.808,80.8,0.731,73.1,6.28,A- (3.79),3.79,B+ (3.56),3.56,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031741
Zhu Kevin Xiaoguo,Zhu,Kevin,MGT 127 - Innovation and Tech Strategy (A),WI21,2021,61,54,0.926,92.6,0.944,94.4,5.02,B+ (3.64),3.64,B+ (3.43),3.43,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036211
Houskeeper Robert,Houskeeper,Robert,MGT 131A - Intermediate Accounting A (A),WI21,2021,86,69,0.913,91.3,0.912,91.2,5.8,B+ (3.43),3.43,B (3.20),3.2,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031742
Houskeeper Robert,Houskeeper,Robert,MGT 131B - Intermediate Accounting B (A),WI21,2021,79,57,0.965,96.5,0.965,96.5,4.99,A- (3.75),3.75,B (3.22),3.22,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031743
Anderson John Charles,Anderson,John,MGT 135 - Federal Taxation-Companies (A),WI21,2021,58,51,0.98,98,0.96,96,4.9,B+ (3.51),3.51,B (3.29),3.29,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=031744
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 136 - Advanced Accounting (A),WI21,2021,89,86,0.988,98.8,1,100,5.1,B+ (3.69),3.69,A- (3.88),3.88,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036212
Lindenberger Wade Douglas,Lindenberger,Wade,MGT 137 - Financial Statement Analysis (A),WI21,2021,79,73,1,100,1,100,5.46,A- (3.92),3.92,A- (3.89),3.89,https://cape.ucsd.edu/CAPEReport.aspx?sectionid=036213
